Judul Artikel,Link,Waktu_Scraping,Berita_Hoax
Respon Prabowo dan Puan Soal Duet Anies-Muhaimin di Pilpres 2024,/play/NrWCZLXR-respon-prabowo-dan-puan-soal-duet-anies-muhaimin-di-pilpres-2024,2023-10-11,False
Penyebab PKB Hengkang dari Koalisi Prabowo,/read/bzGCgZGG-penyebab-pkb-hengkang-dari-koalisi-prabowo,2023-10-11,False
Selamat Tinggal Cebong-Kampret,/read/kpLCrgD2-selamat-tinggal-cebong-kampret,2023-10-11,False
Anies dan Muhaimin Simbol Pilpres 2024 Damai Tanpa Perpecahan,/read/N6GC89ey-anies-dan-muhaimin-simbol-pilpres-2024-damai-tanpa-perpecahan,2023-10-11,False
"Cegah Karhutla, Kapolri Instruksikan Polda Jajaran Terbitkan Maklumat",/read/NnjC7G9e-cegah-karhutla-kapolri-instruksikan-polda-jajaran-terbitkan-maklumat,2023-10-11,False
"Pengumuman Bakal Capres dan Cawapres Lebih Awal, Parpol Punya Waktu Sosialisasi",/read/bVDCO9Ll-pengumuman-bakal-capres-dan-cawapres-lebih-awal-parpol-punya-waktu-sosialisasi,2023-10-11,False
Brutalisme Politik Diprediksi Meredam usai KPU Tetapkan Capres-Cawapres,/read/koGCVm5X-brutalisme-politik-diprediksi-meredam-usai-kpu-tetapkan-capres-cawapres,2023-10-11,False
PAN: Cak Imin Otomatis Tercoret dari Kandidat Cawapres Prabowo,/read/kELC1mQ2-pan-cak-imin-otomatis-tercoret-dari-kandidat-cawapres-prabowo,2023-10-11,False
Bergabungnya Cak Imin ke Koalisi Perubahan Harus Disambut Gembira,/read/ba4C0dDB-bergabungnya-cak-imin-ke-koalisi-perubahan-harus-disambut-gembira,2023-10-11,False
Harus Ada Evaluasi Berkala Terhadap Karhutla,/read/kewClop4-harus-ada-evaluasi-berkala-terhadap-karhutla,2023-10-11,False
Sumber Air Dinilai Penting Menekan Karhutla,/read/bmRCm548-sumber-air-dinilai-penting-menekan-karhutla,2023-10-11,False
Prabowo Berjoget dan Tertawa Mendapat Dukungan Partai Gelora,/play/kM6C0MJL-prabowo-berjoget-dan-tertawa-mendapat-dukungan-partai-gelora,2023-10-11,False
Kapolri Sebut Sumber Air Jadi Faktor Utama Penanganan Karhutla,/read/kqYCErMr-kapolri-sebut-sumber-air-jadi-faktor-utama-penanganan-karhutla,2023-10-11,False
"Prabowo Beratraksi, Cak Imin Undur Diri",/play/NleC0Z4E-prabowo-beratraksi-cak-imin-undur-diri,2023-10-11,False
KKB Tembak Warga di Distrik Ilaga Papua,/read/bw6CYmrV-kkb-tembak-warga-di-distrik-ilaga-papua,2023-10-11,False
"Menuju Deklarasi, Cak Imin Sowan Minta Restu Ibunda di Ponpes Denayar Jombang",/read/kqYCErr3-menuju-deklarasi-cak-imin-sowan-minta-restu-ibunda-di-ponpes-denayar-jombang,2023-10-11,False
"Duet Anies-Cak Imin, PKS Lampung Siapkan Posko Pemenangan",/read/NnjC7AAX-duet-anies-cak-imin-pks-lampung-siapkan-posko-pemenangan,2023-10-11,False
Polisi Kejar KKB Penembak Warga di Kabupaten Puncak,/read/K5nC4332-polisi-kejar-kkb-penembak-warga-di-kabupaten-puncak,2023-10-11,False
"Duet Anies-Cak Imin Mencuat, Prabowo 'Rungkad' ?",/play/kWDCO1R5-duet-anies-cak-imin-mencuat-prabowo-rungkad,2023-10-11,False
Gerindra Singgung Peluang Bergabungnya Demokrat,/read/koGCVxMg-gerindra-singgung-peluang-bergabungnya-demokrat,2023-10-11,False
Gerindra: Selamat Berjuang Cak Imin,/read/bD2CZvVd-gerindra-selamat-berjuang-cak-imin,2023-10-11,False
Cak Imin Disebut Batalkan Pertemuan dengan Prabowo,/read/NxGC5ea6-cak-imin-disebut-batalkan-pertemuan-dengan-prabowo,2023-10-11,False
"Prabowo Lancang, Cak Imin Ancang-ancang Hengkang ?",/play/NLMCOevd-prabowo-lancang-cak-imin-ancang-ancang-hengkang,2023-10-11,False
"Soal Cak Imin akan Menjadi Bacawapres Anies, Airlangga: Sudah Bahas dengan Prabowo",/read/NG9C5VXx-soal-cak-imin-akan-menjadi-bacawapres-anies-airlangga-sudah-bahas-dengan-prabowo,2023-10-11,False
Prabowo dan Cak Imin Bertemu Malam Ini,/read/bVDCOWzQ-prabowo-dan-cak-imin-bertemu-malam-ini,2023-10-11,False
Gabung Poros Prabowo Atau Ganjar? Ini Kata Demokrat,/read/b3JCy1z4-gabung-poros-prabowo-atau-ganjar-ini-kata-demokrat,2023-10-11,False
Dewan Syuro PKB Sempat Geram Perubahan Nama KKIR Jadi KIM,/read/NG9C5V1x-dewan-syuro-pkb-sempat-geram-perubahan-nama-kkir-jadi-kim,2023-10-11,False
Aparat Diinstruksikan Antisipasi Serangan Siber hingga Terorisme saat KTT ASEAN,/read/kqYCEr6x-aparat-diinstruksikan-antisipasi-serangan-siber-hingga-terorisme-saat-ktt-asean,2023-10-11,False
19.340 Personel Gabungan Amankan KTT ASEAN,/read/NxGC5eJ7-19-340-personel-gabungan-amankan-ktt-asean,2023-10-11,False
PKB Didesak Beri Penjelasan ke KIM soal Kabar Duet Anies-Cak Imin,/read/NP6CZ4Mw-pkb-didesak-beri-penjelasan-ke-kim-soal-kabar-duet-anies-cak-imin,2023-10-11,False
Kapolri-Panglima TNI Gelar Apel Pasukan Pengamanan KTT Asean di Monas,/read/NQAC2G9r-kapolri-panglima-tni-gelar-apel-pasukan-pengamanan-ktt-asean-di-monas,2023-10-11,False
Reaksi Prabowo & Airlangga dengar Pasangan Anies-Cak Imin,/play/bD2CZv65-reaksi-prabowo-airlangga-dengar-pasangan-anies-cak-imin,2023-10-11,False
Airlangga Girang Prabowo Datang ke Markas Golkar,/play/kewCloAD-airlangga-girang-prabowo-datang-ke-markas-golkar,2023-10-11,False
Prabowo soal Cawapres: Saya Saja Belum Tahu,/play/NgxC8nA9-prabowo-soal-cawapres-saya-saja-belum-tahu,2023-10-11,False
Airlangga Beri Hadiah Prabowo Seekor Kuda Cokelat,/play/NnjC7A6z-airlangga-beri-hadiah-prabowo-seekor-kuda-cokelat,2023-10-11,False
"Prabowo 'Lancang', Cak Imin Mulai Lirik Ganjar dan Anies",/play/NleC0Zx5-prabowo-lancang-cak-imin-mulai-lirik-ganjar-dan-anies,2023-10-11,False
Jokowi Tak Masalah Prabowo Pakai Nama Koalisi Indonesia Maju,/play/b3JCy1Bl-jokowi-tak-masalah-prabowo-pakai-nama-koalisi-indonesia-maju,2023-10-11,False
"Prabowo Ganti Nama Koalisi, Cak Imin 'Sensi'",/play/NLMCOeMB-prabowo-ganti-nama-koalisi-cak-imin-sensi,2023-10-11,False
Airlangga Hartarto Sambut Prabowo Subianto dengan Hadiah Kuda,/read/KRXCaAx9-airlangga-hartarto-sambut-prabowo-subianto-dengan-hadiah-kuda,2023-10-11,False
Gerindra Yakin Koalisi Langgeng,/read/kewCloAj-gerindra-yakin-koalisi-langgeng,2023-10-11,False
Prabowo Subianto Tak Mau Ditanya Soal Cawapres,/read/kWDCO1qD-prabowo-subianto-tak-mau-ditanya-soal-cawapres,2023-10-11,False
PDIP Dinilai Ingin Anies Jadi Cawapres Ganjar,/read/KRXCaAo8-pdip-dinilai-ingin-anies-jadi-cawapres-ganjar,2023-10-11,False
Jokowi Pertanyakan Urgensi Memajukan Jadwal Pilkada,/read/KXyC9L31-jokowi-pertanyakan-urgensi-memajukan-jadwal-pilkada,2023-10-11,False
Oknum PN Jaksel Diduga Terlibat Kasus Pemalsuan Dokumen Politikus PDIP,/read/bw6CYmze-oknum-pn-jaksel-diduga-terlibat-kasus-pemalsuan-dokumen-politikus-pdip,2023-10-11,False
"Survei LSI Denny JA: Elektabilitas Prabowo & Ganjar Menurun, Anies Stagnan",/play/KRXCaAw8-survei-lsi-denny-ja-elektabilitas-prabowo-ganjar-menurun-anies-stagnan,2023-10-11,False
Transformasi KKIR Jadi KIM Tak Menentukan Elektabilitas Prabowo,/read/N4EC2zww-transformasi-kkir-jadi-kim-tak-menentukan-elektabilitas-prabowo,2023-10-11,False
PKB Kecewa Prabowo Ubah Nama Koalisi Sepihak,/play/ba4C0j8m-pkb-kecewa-prabowo-ubah-nama-koalisi-sepihak,2023-10-11,False
KPK Duga Ada Campur Tangan Istri Eks Dirut PT Amarta Karya dalam Kasus Pencucian Uang,/read/bD2CZv0e-kpk-duga-ada-campur-tangan-istri-eks-dirut-pt-amarta-karya-dalam-kasus-pencucian-uang,2023-10-11,False
Sandiaga Temui PKS di Tengah Wacana Dipasangkan dengan AHY,/read/bD2CZv0n-sandiaga-temui-pks-di-tengah-wacana-dipasangkan-dengan-ahy,2023-10-11,False
Membaca Maksud Jokowi Ajak Ganjar dan Prabowo Blusukan,/play/ba4C0jMA-membaca-maksud-jokowi-ajak-ganjar-dan-prabowo-blusukan,2023-10-11,False
Prabowo Puji Jokowi di Muktamar Sufi Internasional 2023,/play/NrWCZ2rm-prabowo-puji-jokowi-di-muktamar-sufi-internasional-2023,2023-10-11,False
Prabowo Bertandang ke Markas Golkar pada 31 Agustus,/read/N4EC2zlv-prabowo-bertandang-ke-markas-golkar-pada-31-agustus,2023-10-11,False
Gibran Tak Kaget dengan Sosok Cawapres Prabowo,/read/b7WCReBq-gibran-tak-kaget-dengan-sosok-cawapres-prabowo,2023-10-11,False
"Jauh di Bawah Golkar dan PAN, Dukungan PKB ke Prabowo Hanya 38,5%",/read/NLMCOeZp-jauh-di-bawah-golkar-dan-pan-dukungan-pkb-ke-prabowo-hanya-38-5,2023-10-11,False
Survei: Elektabilitas Prabowo Pertama Kali Turun,/read/kj2CAx6e-survei-elektabilitas-prabowo-pertama-kali-turun,2023-10-11,False
Polri Siapkan Jabatan Perwira Tinggi untuk Polwan,/read/bD2CZv3o-polri-siapkan-jabatan-perwira-tinggi-untuk-polwan,2023-10-11,False
Jokowi dan Prabowo Kompak Hadiri Muktamar Sufi Internasional 2023,/play/KZmCvABA-jokowi-dan-prabowo-kompak-hadiri-muktamar-sufi-internasional-2023,2023-10-11,False
PKB Dinilai Berpeluang Meninggalkan Koalisi Pendukung Prabowo,/read/KdZCV5dM-pkb-dinilai-berpeluang-meninggalkan-koalisi-pendukung-prabowo,2023-10-11,False
PDIP Klaim Lebih Dulu Pakai Tagline Indonesia Maju,/read/N6GC86y2-pdip-klaim-lebih-dulu-pakai-tagline-indonesia-maju,2023-10-11,False
"Golkar: Soal Cawapres, Serahkan Saja ke Prabowo",/play/kj2CAx02-golkar-soal-cawapres-serahkan-saja-ke-prabowo,2023-10-11,False
Peran Polwan Dinilai Penting Kawal Pemilu Damai 2024,/read/kqYCErzG-peran-polwan-dinilai-penting-kawal-pemilu-damai-2024,2023-10-11,False
"Anies Mampir ke Sekret BEM UI: Kosong, Mungkin Kuliah",/read/NxGC5edp-anies-mampir-ke-sekret-bem-ui-kosong-mungkin-kuliah,2023-10-11,False
Ganjar Pranowo Dipastikan Hadir di FISIP UI,/read/N6GC86l0-ganjar-pranowo-dipastikan-hadir-di-fisip-ui,2023-10-11,False
"Irjen Napoleon Lolos dari Pemecatan, Kapolri Diminta Gunakan Hak Peninjauan Kembali",/read/kewClomZ-irjen-napoleon-lolos-dari-pemecatan-kapolri-diminta-gunakan-hak-peninjauan-kembali,2023-10-11,False
Polwan Diminta Mengutamakan Etika di Medsos,/read/b7WCRew6-polwan-diminta-mengutamakan-etika-di-medsos,2023-10-11,False
Anies: Indonesia Miliki Peranan Penting terhadap Ekonomi Asia Timur,/read/NQAC2GAE-anies-indonesia-miliki-peranan-penting-terhadap-ekonomi-asia-timur,2023-10-11,False
Nama Koalisi Prabowo Resmi Berganti Jadi Koalisi Indonesia Maju,/play/b3JCy1gG-nama-koalisi-prabowo-resmi-berganti-jadi-koalisi-indonesia-maju,2023-10-11,False
Anies Baswedan Ulas Negeri Konoha dan Wakanda,/read/bmRCm5x1-anies-baswedan-ulas-negeri-konoha-dan-wakanda,2023-10-11,False
Anies Hadiri Kuliah Kebangsaan di FISIP UI,/read/bzGCgQDX-anies-hadiri-kuliah-kebangsaan-di-fisip-ui,2023-10-11,False
"Nyatakan Diri Tim Jokowi, Prabowo Bantah Menjilat",/read/KRXCaAjV-nyatakan-diri-tim-jokowi-prabowo-bantah-menjilat,2023-10-11,False
962 Tersangka TPPO Ditangkap,/read/NxGC5eYo-962-tersangka-tppo-ditangkap,2023-10-11,False
Prabowo Mengaku 'Kenyang' Dituduh Selama Puluhan Tahun,/read/kpLCrRv5-prabowo-mengaku-kenyang-dituduh-selama-puluhan-tahun,2023-10-11,False
Polri Dinilai Tak Taat Hukum Gara-gara Putusan Sidang Etik Irjen Napoleon,/read/N0BCrLgd-polri-dinilai-tak-taat-hukum-gara-gara-putusan-sidang-etik-irjen-napoleon,2023-10-11,False
Baliho Prabowo-Gibran di Labuan Bajo Belum Dapat Izin,/play/koGCVxgz-baliho-prabowo-gibran-di-labuan-bajo-belum-dapat-izin,2023-10-11,False
Prabowo Berkelakar Poros Pendukungnya Juga Punya Rambut Putih,/read/NrWCZ2gd-prabowo-berkelakar-poros-pendukungnya-juga-punya-rambut-putih,2023-10-11,False
"Akui Sulit Tentukan Cawapres, Prabowo Berandai-andai Wapres Jadi Empat",/read/NG9C5Vz1-akui-sulit-tentukan-cawapres-prabowo-berandai-andai-wapres-jadi-empat,2023-10-11,False
Canda Prabowo Temukan Cawapres yang Tepat Sampai ke Goa,/read/kqYCErd9-canda-prabowo-temukan-cawapres-yang-tepat-sampai-ke-goa,2023-10-11,False
"Lapor ke Jokowi, PAN Sebut Tak Ada Arahan bagi Koalisi Prabowo",/read/NgxC8naO-lapor-ke-jokowi-pan-sebut-tak-ada-arahan-bagi-koalisi-prabowo,2023-10-11,False
"Diundang ke DPP Golkar Pekan Ini, Airlangga Punya Kejutan Buat Prabowo",/read/kWDCO1zB-diundang-ke-dpp-golkar-pekan-ini-airlangga-punya-kejutan-buat-prabowo,2023-10-11,False
"Prabowo: Poros Gerindra, PKB, Golkar, PAN, dan PBB Bernama Koalisi Indonesia Maju!",/read/bzGCgQeX-prabowo-poros-gerindra-pkb-golkar-pan-dan-pbb-bernama-koalisi-indonesia-maju,2023-10-11,False
"Petinggi UFC Temui Menpora, Sinyal UFC Mentas di Indonesia",/read/b2lCr26E-petinggi-ufc-temui-menpora-sinyal-ufc-mentas-di-indonesia,2023-10-11,False
"Prabowo Peluk Erat Cak Imin, Zulhas: Jangan Sampai Lepas Lagi",/read/NrWCZ28d-prabowo-peluk-erat-cak-imin-zulhas-jangan-sampai-lepas-lagi,2023-10-11,False
"Zulhas: Lapor Presiden Usung Prabowo, Tapi Tak Ada Arahan",/play/KZmCvA41-zulhas-lapor-presiden-usung-prabowo-tapi-tak-ada-arahan,2023-10-11,False
Jokowi Sebut Selalu Ada Harapan di HUT ke-25 PAN,/read/NrWCZ2o6-jokowi-sebut-selalu-ada-harapan-di-hut-ke-25-pan,2023-10-11,False
"Baliho Prabowo Gibran, Kepuraan atau Kebenaran?",/play/NQAC2G0Y-baliho-prabowo-gibran-kepuraan-atau-kebenaran,2023-10-11,False
Ganjar Tak Ambil Pusing soal Baliho Prabowo-Gibran,/play/kM6C0MRw-ganjar-tak-ambil-pusing-soal-baliho-prabowo-gibran,2023-10-11,False
Prabowo Hadiri Acara HUT PAN,/read/N6GC86xX-prabowo-hadiri-acara-hut-pan,2023-10-11,False
Siapa Orkestrasi Jodohkan Prabowo-Gibran?,/play/bzGCgQR8-siapa-orkestrasi-jodohkan-prabowo-gibran,2023-10-11,False
Menhan Prabowo Tinjau Persiapan Muktamar Sufi Internasional 2023,/play/KXyC9LQG-menhan-prabowo-tinjau-persiapan-muktamar-sufi-internasional-2023,2023-10-11,False
Mabes Polri Kirim Pasukan ke Papua Perkuat Pengamanan Pemilu 2024,/read/kqYCErxd-mabes-polri-kirim-pasukan-ke-papua-perkuat-pengamanan-pemilu-2024,2023-10-11,False
Gerindra Sebut Hilal Cawapres Prabowo Mulai Terlihat,/read/b3JCy1rX-gerindra-sebut-hilal-cawapres-prabowo-mulai-terlihat,2023-10-11,False
Pemasang Baliho Prabowo-Gibran di Labuan Bajo Belum Izin,/read/kj2CAx1Z-pemasang-baliho-prabowo-gibran-di-labuan-bajo-belum-izin,2023-10-11,False
Gibran Tempel Stiker Ganjar,/read/NnjC7AMq-gibran-tempel-stiker-ganjar,2023-10-11,False
Kampus Disebut Lahan Subur bagi Anies,/read/bw6CYmx6-kampus-disebut-lahan-subur-bagi-anies,2023-10-11,False
Koalisi Besar  Godok Nama Pendamping Prabowo Subianto,/play/bmRCm5vX-koalisi-besar-godok-nama-pendamping-prabowo-subianto,2023-10-11,False
Baliho Prabowo-Gibran Muncul di Labuan Bajo,/play/bD2CZva1-baliho-prabowo-gibran-muncul-di-labuan-bajo,2023-10-11,False
Debat di Lingkungan Kampus Kesempatan Emas Capres Jaring Suara Anak Muda,/read/N6GC863O-debat-di-lingkungan-kampus-kesempatan-emas-capres-jaring-suara-anak-muda,2023-10-11,False
Respons Cepat Anies Dianggap Bukti Paling Siap Debat Capres,/read/NQAC2GJO-respons-cepat-anies-dianggap-bukti-paling-siap-debat-capres,2023-10-11,False
Tanggapan Anies Soal Tantangan Debat BEM UI Dinilai Bukan Gimmick,/read/KdZCV5my-tanggapan-anies-soal-tantangan-debat-bem-ui-dinilai-bukan-gimmick,2023-10-11,False
Anies Bisa Jadi Kuda Hitam di Pilpres 2024,/read/kELC1LqB-anies-bisa-jadi-kuda-hitam-di-pilpres-2024,2023-10-11,False
Prabowo Bertemu Menhan AS Lloyd J Austin di Pentagon,/play/k8oCLpwo-prabowo-bertemu-menhan-as-lloyd-j-austin-di-pentagon,2023-10-11,False
KKIR Godok Sosok Pendamping Prabowo Subianto,/read/kpLCrRAM-kkir-godok-sosok-pendamping-prabowo-subianto,2023-10-11,False
Sandiaga: Jangan Jegal Prabowo Lewat MK,/play/kWDCO1VE-sandiaga-jangan-jegal-prabowo-lewat-mk,2023-10-11,False
Eks Dirut Amarta Karya Diduga Sebar Duit Hasil Korupsi,/read/NLMCOePx-eks-dirut-amarta-karya-diduga-sebar-duit-hasil-korupsi,2023-10-11,False
Gibran Ogah Dikaitkan dengan Pemecatan Budiman Sudjatmiko oleh PDIP,/read/NxGC5ell-gibran-ogah-dikaitkan-dengan-pemecatan-budiman-sudjatmiko-oleh-pdip,2023-10-11,False
Arsul Sebut Elektabilitas Erick Thohir Mampu Mendongkrak Suara Capres,/read/b7WCReX5-arsul-sebut-elektabilitas-erick-thohir-mampu-mendongkrak-suara-capres,2023-10-11,False
Pendukung Prabowo Beralih Haluan ke Ganjar Pranowo,/play/b2lCrxeq-pendukung-prabowo-beralih-haluan-ke-ganjar-pranowo,2023-10-11,False
Hasil Korupsi Proyek Fiktif Amarta Karya Disulap jadi Mata Uang Asing,/read/kqYCEeME-hasil-korupsi-proyek-fiktif-amarta-karya-disulap-jadi-mata-uang-asing,2023-10-11,False
KPK Usut Pembelian Aset Eks Dirut Amarta,/read/K5nC4Vz1-kpk-usut-pembelian-aset-eks-dirut-amarta,2023-10-11,False
Eks Dirut Amarta Karya Beli Apartemen Pakai Duit Korupsi,/read/kj2CAB3E-eks-dirut-amarta-karya-beli-apartemen-pakai-duit-korupsi,2023-10-11,False
Pertarungan Usia Capres di MK,/read/b7WCRWPl-pertarungan-usia-capres-di-mk,2023-10-11,False
Budiman Mendadak Prabowo,/play/kewClPoy-budiman-mendadak-prabowo,2023-10-11,False
Sidang Etik Irjen Napoleon Dipastikan Digelar,/read/NG9C5mVr-sidang-etik-irjen-napoleon-dipastikan-digelar,2023-10-11,False
"Elektabilitas Prabowo Disalip Ganjar, Ada Apa?",/play/kM6C0XME-elektabilitas-prabowo-disalip-ganjar-ada-apa,2023-10-11,False
Bareskrim Polri Bakal 'Penggal' Bandar Narkoba dengan TPPU,/read/N9nC6opE-bareskrim-polri-bakal-penggal-bandar-narkoba-dengan-tppu,2023-10-11,False
Survei SMRC: Elektabilitas Ganjar Salip Prabowo,/play/NP6CZD4m-survei-smrc-elektabilitas-ganjar-salip-prabowo,2023-10-11,False
Ganjar Belum Dapat Undangan Debat dari BEM UI,/read/kWDCORRa-ganjar-belum-dapat-undangan-debat-dari-bem-ui,2023-10-11,False
PDIP Tak Ambil Pusing Jika Kehilangan Budiman Sudjatmiko,/read/N6GC8oQB-pdip-tak-ambil-pusing-jika-kehilangan-budiman-sudjatmiko,2023-10-11,False
Eks Ketua LKPP Ungkap Alasan Pengadaan Barang dan Jasa Jadi E-katalog,/read/b7WCRWv0-eks-ketua-lkpp-ungkap-alasan-pengadaan-barang-dan-jasa-jadi-e-katalog,2023-10-11,False
"Muncul Wacana Anies-Ganjar, NasDem Singgung Relasi Surya Paloh dan Megawati",/read/NleC0g5O-muncul-wacana-anies-ganjar-nasdem-singgung-relasi-surya-paloh-dan-megawati,2023-10-11,False
1 Warga Luka Akibat Penembakan dan Pembakaran di Kabupaten Puncak Papua oleh KKB,/read/K5nC4Vrr-1-warga-luka-akibat-penembakan-dan-pembakaran-di-kabupaten-puncak-papua-oleh-kkb,2023-10-11,False
Debat Bacapres di UI Diharapkan Beri Pendidikan Politik,/read/NleC0glZ-debat-bacapres-di-ui-diharapkan-beri-pendidikan-politik,2023-10-11,False
"Dengar Wacana Duet Anies-Ganjar, Sandiaga Mau Ngobrol ke PKS dan AHY",/read/koGCVM1M-dengar-wacana-duet-anies-ganjar-sandiaga-mau-ngobrol-ke-pks-dan-ahy,2023-10-11,False
Peluang Erick Thohir Jadi Cawapres Prabowo Dinilai Lebih Besar,/read/kewClPrr-peluang-erick-thohir-jadi-cawapres-prabowo-dinilai-lebih-besar,2023-10-11,False
Aktivis 98 Kecewa Budiman Sudjatmiko Dukung Prabowo,/play/N4EC2jQo-aktivis-98-kecewa-budiman-sudjatmiko-dukung-prabowo,2023-10-11,False
Pengamat: Duet Ganjar-Anies Bisa Mengubah Poros Koalisi,/read/NP6CZDJD-pengamat-duet-ganjar-anies-bisa-mengubah-poros-koalisi,2023-10-11,False
"Punya Kinerja Baik di Pemerintahan, Airlangga Hartarto Dinilai Layak jadi Cawapres Prabowo",/read/NLMCOXnJ-punya-kinerja-baik-di-pemerintahan-airlangga-hartarto-dinilai-layak-jadi-cawapres-prabowo,2023-10-11,False
Megawati Angkat Bicara Soal Budiman Dukung Prabowo,/play/N9nC6oRj-megawati-angkat-bicara-soal-budiman-dukung-prabowo,2023-10-11,False
"Syarat Usia Capres Digugat, Prabowo Dicegat?",/play/NleC0gQa-syarat-usia-capres-digugat-prabowo-dicegat,2023-10-11,False
"PDIP Membayangkan Anies Bersama Ganjar, NasDem: Kemungkinan Selalu Ada",/read/kj2CABoV-pdip-membayangkan-anies-bersama-ganjar-nasdem-kemungkinan-selalu-ada,2023-10-11,False
PDIP Membayangkan Anies dan Ganjar Jadi Satu Kekuatan,/read/KXyC97nq-pdip-membayangkan-anies-dan-ganjar-jadi-satu-kekuatan,2023-10-11,False
KPK Tetapkan Eks Dirut Amarta Karya jadi Tersangka Pencucian Uang,/read/kELC1X0e-kpk-tetapkan-eks-dirut-amarta-karya-jadi-tersangka-pencucian-uang,2023-10-11,False
Nahdliyin Surabaya Deklarasi Yenny Wahid Sebagai Cawapres 2024,/read/KYVCJLd6-nahdliyin-surabaya-deklarasi-yenny-wahid-sebagai-cawapres-2024,2023-10-11,False
"Cak Imin Minta Ganjar Sabar, PKB Masih Setia kepada Prabowo",/play/N6GC8oEP-cak-imin-minta-ganjar-sabar-pkb-masih-setia-kepada-prabowo,2023-10-11,False
Polri Ubah Kerangka Kerja Sama untuk Perangi Kejahatan Transnasional,/read/kM6C0XeD-polri-ubah-kerangka-kerja-sama-untuk-perangi-kejahatan-transnasional,2023-10-11,False
Budiman Sudjatmiko Masih Betah di `Kandang Banteng`,/read/b3JCyQPv-budiman-sudjatmiko-masih-betah-di-kandang-banteng,2023-10-11,False
Kolaborasi Antarnegara Diyakini Tutup Celah Kejahatan Transansional,/read/bD2CZVBy-kolaborasi-antarnegara-diyakini-tutup-celah-kejahatan-transansional,2023-10-11,False
Kapolri Ingin Negara ASEAN Fokus Berantas Kejahatan Transnasional,/read/KRXCa8yw-kapolri-ingin-negara-asean-fokus-berantas-kejahatan-transnasional,2023-10-11,False
Gibran Ogah Tanggapi Manuver Budiman Sudjatmiko,/read/N0BCrPag-gibran-ogah-tanggapi-manuver-budiman-sudjatmiko,2023-10-11,False
Aliran Dana Korupsi di Amarta Karya Catut Nama Perusahaan Lain,/read/K5nC4Vqv-aliran-dana-korupsi-di-amarta-karya-catut-nama-perusahaan-lain,2023-10-11,False
"Budiman Dukung Prabowo, Reaksi Sekjen PDIP Dinilai Menunjukkan Kepanikan",/read/bzGCg6rq-budiman-dukung-prabowo-reaksi-sekjen-pdip-dinilai-menunjukkan-kepanikan,2023-10-11,False
PDIP Bakal Tentukan Nasib Budiman Sudjatmiko Hari Ini,/read/b2lCrxAn-pdip-bakal-tentukan-nasib-budiman-sudjatmiko-hari-ini,2023-10-11,False
Cak Imin: Prabowo Presiden Kalau Wakilnya dari PKB,/play/bw6CYnB8-cak-imin-prabowo-presiden-kalau-wakilnya-dari-pkb,2023-10-11,False
Gibran Sebut Survei Salah,/read/bJECn3wB-gibran-sebut-survei-salah,2023-10-11,False
Muhaimin 'Tolak Halus' Rayuan Ganjar dan PDIP,/read/kWDCORrv-muhaimin-tolak-halus-rayuan-ganjar-dan-pdip,2023-10-11,False
Perebutan Kursi Cawapres Pendamping Prabowo,/play/KYVCJLGB-perebutan-kursi-cawapres-pendamping-prabowo,2023-10-11,False
'Ancaman' Muhaimin Jika Prabowo Tak Memilihnya Sebagai Cawapres,/read/kBVC27LP-ancaman-muhaimin-jika-prabowo-tak-memilihnya-sebagai-cawapres,2023-10-11,False
PDIP Tak Gentar Hadapi Kekuatan Prabowo,/read/b3JCyQ8n-pdip-tak-gentar-hadapi-kekuatan-prabowo,2023-10-11,False
Begini Penjelasan Gerindra Soal Polemik Food Estate,/read/Ky6CBDGR-begini-penjelasan-gerindra-soal-polemik-food-estate,2023-10-11,False
"Hasto Sebut Prabowo Terapkan Devide at Impera, Kenapa?",/read/b1oC8q7y-hasto-sebut-prabowo-terapkan-devide-at-impera-kenapa,2023-10-11,False
"Nekat Cawe-Cawe, Jokowi Dinilai akan Berhadapan dengan Megawati",/read/KRXCa8E4-nekat-cawe-cawe-jokowi-dinilai-akan-berhadapan-dengan-megawati,2023-10-11,False
PDIP Segera Umumkan Pemecatan Budiman Sujatmiko,/read/KZmCvYB6-pdip-segera-umumkan-pemecatan-budiman-sujatmiko,2023-10-11,False
Jokowi Merusak Tradisi Demokrasi karena Giring Persepsi Soal Capres,/read/N4EC2jYj-jokowi-merusak-tradisi-demokrasi-karena-giring-persepsi-soal-capres,2023-10-11,False
"Didukung Budiman Sudjatmiko, Prabowo Subianto Terharu",/read/kj2CABMJ-didukung-budiman-sudjatmiko-prabowo-subianto-terharu,2023-10-11,False
